LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,Unnamed: 15,PARAM_TYPE,NOTE
,,Gentamicin (Trough),,,227449,Gentamicin (Trough),None,chartevents,337,Labs,,,,,Numeric with tag,
,,Gentamicin (Random),,,227447,Gentamicin (Random),None,chartevents,444,Labs,,,,,Numeric with tag,
,,BIS Index Range,,,228444,BIS Index Range,None,chartevents,8682,Pain/Sedation,,,,,Numeric,
,,Tobramycin (Random),,,227451,Tobramycin (Random),None,chartevents,809,Labs,,,,,Numeric with tag,
,,ECMO,,,224660,ECMO,L/min,chartevents,213,Hemodynamics,,,,,Numeric,
,,Temp AV interval,,,220194,Temporary AV interval,msec,chartevents,447,Cardiovascular (Pacer Data),,,,,Numeric,
,,Orthostatic BPs sitting,,,224646,Orthostatic BPs sitting,mmHg,chartevents,604,Routine Vital Signs,,,,,Numeric,
,,Orthostatic BPd sitting,,,226094,Orthostatic BPd sitting,mmHg,chartevents,603,Routine Vital Signs,,,,,Numeric,
,,Tobramycin (Trough),,,227452,Tobramycin (Trough),None,chartevents,382,Labs,,,,,Numeric with tag,
,,Orthostatic HR sitting,,,223765,Orthostatic HR sitting,bpm,chartevents,553,Routine Vital Signs,,,,,Numeric,
,,Rest HR -  Aerobic Activity Response,,,227916,Rest HR -  Aerobic Activity Response,None,chartevents,180,OT Notes,,,,,Numeric,
,,TPRI (NICOM),,,228382,Total Peripheral Resistance Index (TPRI) (NICOM),dynes*sec/cm5/m2,chartevents,3227,NICOM,,,,,Numeric,
,,Midline Tip Cultured,,,225728,Midline Tip Cultured,,chartevents,350,Access Lines - Invasive,,,,,Checkbox,
,,Rest O2 Sat - Aerobic Activity Response,,,227919,Rest O2 Sat - Aerobic Activity Response,%,chartevents,172,OT Notes,,,,,Numeric,
,,Orthostatic BPs lying,,,224645,Orthostatic BPs lying,mmHg,chartevents,555,Routine Vital Signs,,,,,Numeric,
,,Orthostatic BPd lying,,,226092,Orthostatic BPd lying,mmHg,chartevents,553,Routine Vital Signs,,,,,Numeric,
,,Medication Bolus,,,227813,Medication Bolus - Adjunctive Pain Management,,chartevents,262,Pain/Sedation,,,,,Checkbox,
,,Ostomy Care,,,225191,Ostomy Care,,chartevents,334,Treatments,,,,,Checkbox,
,,Orthostatic HR lying,,,223764,Orthostatic HR lying,bpm,chartevents,518,Routine Vital Signs,,,,,Numeric,
,,Rest RR - Aerobic Activity Response,,,227918,Rest RR - Aerobic Activity Response,None,chartevents,156,OT Notes,,,,,Numeric,
,,AVA Line Tip Cultured,,,227726,AVA Line Tip Cultured,,chartevents,278,Access Lines - Invasive,,,,,Checkbox,
,,LDL measured,,,227441,LDL measured,None,chartevents,445,Labs,,,,,Numeric with tag,
,,BiPap bpm (S/T -Back up),,,227581,BiPap bpm (S/T -Back up),bpm,chartevents,948,Respiratory,,,,,Numeric,
,,Orthostatic BPs standing,,,223766,Orthostatic BPs standing,mmHg,chartevents,531,Routine Vital Signs,,,,,Numeric,
,,Orthostatic BPd standing,,,226096,Orthostatic BPd standing,mmHg,chartevents,529,Routine Vital Signs,,,,,Numeric,
,,Skeletal Traction #2 - Pounds,,,227776,Skeletal Traction #2 - Pounds,lbs,chartevents,190,Treatments,,,,,Numeric,
,,TPR (NICOM),,,228381,Total Peripheral Resistance (TPR) (NICOM),dynes*sec/cm5,chartevents,2749,NICOM,,,,,Numeric,
,,Triple Introducer Zero/Calibrate,,,225398,Triple Introducer Zero/Calibrate,,chartevents,135,Access Lines - Invasive,,,,,Checkbox,
,,Tandem Heart Return Cannula Dressing Occlusive,,,228219,Tandem Heart Return Cannula Dressing Occlusive,,chartevents,676,Access Lines - Invasive,,,,,Checkbox,
,,Orthostatic HR standing,,,224647,Orthostatic HR standing,bpm,chartevents,487,Routine Vital Signs,,,,,Numeric,
,,Patient agrees with the above goals and is willing,,,227905,Patient agrees with the above goals and is willing to participate in the rehabilitation program,,chartevents,131,OT Notes,,,,,Checkbox,
,,Trauma Line Tip Cultured,,,225735,Trauma Line Tip Cultured,,chartevents,234,Access Lines - Invasive,,,,,Checkbox,
,,ICP Line Tip Cultured,,,226131,ICP Line Tip Cultured,,chartevents,514,Access Lines - Invasive,,,,,Checkbox,
,,IC2 Alarm - Low,,,227991,Intra Cranial Pressure #2 Alarm - Low,mmHg,chartevents,433,Alarms,,,,,Numeric,
,,Peak Exp Flow Rate,,,224728,Peak Exp Flow Rate,L/min,chartevents,205,Respiratory,,,,,Numeric,
,,Phenytoin (Free),,,226504,Phenytoin (Free),None,chartevents,358,Labs,,,,,Numeric,
,,IC2 Alarm - High,,,227990,Intra Cranial Pressure #2 Alarm - High,mmHg,chartevents,423,Alarms,,,,,Numeric,
,,Tandem Heart Access Line Dressing Occlusive,,,228208,Tandem Heart Access Line Dressing Occlusive,,chartevents,699,Access Lines - Invasive,,,,,Checkbox,
,,Activity HR - Aerobic Activity Response,,,227923,Activity HR - Aerobic Activity Response,None,chartevents,121,OT Notes,,,,,Numeric,
,,Thrombin,,,227469,Thrombin,None,chartevents,325,Labs,,,,,Numeric with tag,
,,Recovery HR - Aerobic Activity Response,,,227930,Recovery HR - Aerobic Activity Response,None,chartevents,119,OT Notes,,,,,Numeric,
,,SVI Change,,,228377,SVI Change,%,chartevents,1467,NICOM,,,,,Numeric,
,,Gentamicin (Peak),,,227448,Gentamicin (Peak),None,chartevents,127,Labs,,,,,Numeric with tag,
,,Recovery O2 sat - Aerobic Activity Response,,,227933,Recovery O2 sat - Aerobic Activity Response,%,chartevents,114,OT Notes,,,,,Numeric,
,,Tandem Heart Return Cannula Migration,,,228222,Tandem Heart Return Cannula Migration,,chartevents,517,Access Lines - Invasive,,,,,Checkbox,
,,CO / CI Change,,,228370,CO / CI Change,%,chartevents,1397,NICOM,,,,,Numeric,
,,Activity O2 sat - Aerobic Activity Response,,,227926,Activity O2 sat - Aerobic Activity Response,%,chartevents,108,OT Notes,,,,,Numeric,
,,Activity RR - Aerobic Activity Response,,,227925,Activity RR - Aerobic Activity Response,None,chartevents,107,OT Notes,,,,,Numeric,
,,Tandem Heart Access Line Pump Housing Checked,,,228212,Tandem Heart Access Line Pump Housing Checked,,chartevents,364,Access Lines - Invasive,,,,,Checkbox,
,,Recovery RR - Aerobic Activity Response,,,227932,Recovery RR - Aerobic Activity Response,None,chartevents,96,OT Notes,,,,,Numeric,
,,Tandem Heart Access Line Repositioned,,,228213,Tandem Heart Access Line Repositioned,,chartevents,481,Access Lines - Invasive,,,,,Checkbox,
,,Tandem Heart Return Cannula Repositioned,,,228224,Tandem Heart Return Cannula Repositioned,,chartevents,455,Access Lines - Invasive,,,,,Checkbox,
,,Tandem Heart Access Line Catheter Length,,,228204,Tandem Heart Access Line Catheter Length,cm,chartevents,219,Access Lines - Invasive,,,,,Numeric,
,,Tunneled (Hickman) Line Tip Cultured,,,225726,Tunneled (Hickman) Line Tip Cultured,,chartevents,147,Access Lines - Invasive,,,,,Checkbox,
,,HOB Measurement,,,226170,Head of Bead Measurement,Degree,chartevents,77,Treatments,,,,,Numeric,
,,Doppler BP,,,224166,Doppler BP,mmHg,chartevents,531,Routine Vital Signs,,,,,Numeric,
,,Tobramycin (Peak),,,227450,Tobramycin (Peak),None,chartevents,85,Labs,,,,,Numeric with tag,
,,Presep Catheter Line Tip Cultured,,,225734,Presep Catheter Line Tip Cultured,,chartevents,64,Access Lines - Invasive,,,,,Checkbox,
,,Sheath Line Tip Cultured,,,225768,Sheath Line Tip Cultured,,chartevents,213,Access Lines - Invasive,,,,,Checkbox,
,,Vd/Vt Ratio,,,224743,Vd/Vt Ratio,None,chartevents,107,Respiratory,,,,,Numeric,
,,TFCd0 (NICOM),,,228379,TFCd0 (NICOM),%,chartevents,455,NICOM,,,,,Numeric,
,,Clot Size (cm),,,227647,Clot Size (cm),cm,chartevents,110,OB-GYN,,,,,Numeric,
,,TFCd (NICOM),,,228378,TFCd (NICOM),%,chartevents,354,NICOM,,,,,Numeric,
,,Impella 2.5 Flow Rate,,,228154,Impella 2.5 Flow Rate,L/min,chartevents,8982,Impella,,,,,Numeric,
,,Aortic Pressure Signal - Diastolic,,,228151,Aortic Pressure Signal - Diastolic,None,chartevents,8841,Impella,,,,,Numeric,
,,Aortic Pressure Signal - Systolic,,,228152,Aortic Pressure Signal - Systolic,None,chartevents,8849,Impella,,,,,Numeric,
,,ABI Brachial BP L,,,224315,ABI Brachial BP L,mmHg,chartevents,31,IABP,,,,,Numeric,
,,ABI Ankle BP R,,,224317,ABI Ankle BP R,mmHg,chartevents,31,IABP,,,,,Numeric,
,,Purge Pressure,,,228158,Purge Pressure,mmHg,chartevents,8868,Impella,,,,,Numeric,
,,TFC (NICOM),,,228380,Thoracic Fluid Content (TFC) (NICOM),None,chartevents,425,NICOM,,,,,Numeric,
,,LVAD,,,220125,Left Ventricular Assit Device Flow,L/min,chartevents,53,Hemodynamics,,,,,Numeric,
,,ABI Brachial BP R (Impella),,,224314,ABI Brachial BP R (Impella),mmHg,chartevents,22,Impella,,,,,Numeric,
,,Pheresis Catheter Line Tip Cultured,,,225731,Pheresis Catheter Line Tip Cultured,,chartevents,49,Access Lines - Invasive,,,,,Checkbox,
,,ABI Ankle BP L (Impella),,,224318,ABI Ankle BP L (Impella),mmHg,chartevents,22,Impella,,,,,Numeric,
,,Purge Solution Flow Rate,,,228159,Purge Solution Flow Rate,ml/hr,chartevents,8886,Impella,,,,,Numeric,
,,AgeApacheIIScore,,,226738,AgeApacheIIScore,None,chartevents,20,Scores - APACHE II,,,,,Numeric,
,,APACHE II PDR,,,226745,APACHE II Predecited Death Rate,%,chartevents,22,Scores - APACHE II,,,,,Numeric,
,,HrApacheIIScore,,,226763,HrApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,PhApacheIIScore,,,226768,PhApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,RrApacheIIScore,,,226773,RrApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,TempApacheIIScore,,,226777,TempApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,GcsApacheIIScore,,,226755,GcsApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,Triple Introducer Line Tip Cultured,,,225736,Triple Introducer Line Tip Cultured,,chartevents,19,Access Lines - Invasive,,,,,Checkbox,
,,APACHE II,,,226743,APACHE II,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,APACHE II PDR - Adjusted,,,226744,APACHE II PDR - Adjusted,%,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,APACHEII-Renal failure,,,226748,APACHEII-Renal failure,,chartevents,20,Scores - APACHE II,,,,,Checkbox,
,,CreatinineApacheIIScore,,,226751,CreatinineApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,HCO3Score,,,226760,HCO3Score,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,HematocritApacheIIScore,,,226761,HematocritApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,MapApacheIIScore,,,226765,MapApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,OxygenApacheIIScore,,,226767,OxygenApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,PotassiumApacheIIScore,,,226771,PotassiumApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,SodiumApacheIIScore,,,226775,SodiumApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,WbcApacheIIScore,,,226779,WbcApacheIIScore,None,chartevents,19,Scores - APACHE II,,,,,Numeric,
,,HrApacheIIValue,,,226764,HrApacheIIValue,bpm,chartevents,18,Scores - APACHE II,,,,,Numeric,
,,RRApacheIIValue,,,226774,RRApacheIIValue,insp/min,chartevents,18,Scores - APACHE II,,,,,Numeric,
,,TempApacheIIValue,,,226778,TempApacheIIValue,?F,chartevents,18,Scores - APACHE II,,,,,Numeric,
,,AgeApacheIIValue,,,226739,AgeApacheIIValue,years,chartevents,18,Scores - APACHE II,,,,,Numeric,
,,MapApacheIIValue,,,226766,MapApacheIIValue,mmHg,chartevents,18,Scores - APACHE II,,,,,Numeric,
,,HematocritApacheIIValue,,,226762,HematocritApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,,Numeric,
,,PotassiumApacheIIValue,,,226772,PotassiumApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,,Numeric,
,,SodiumApacheIIValue,,,226776,SodiumApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,,Numeric,
,,WBCApacheIIValue,,,226780,WBCApacheIIValue,None,chartevents,17,Scores - APACHE II,,,,,Numeric,
,,ScvO2 Central Venous O2% Sat,,,226541,ScvO2 Central Venous O2% Sat,None,chartevents,28,Labs,,,,,Numeric,
,,CreatinineApacheIIValue,,,226752,CreatinineApacheIIValue,None,chartevents,16,Scores - APACHE II,,,,,Numeric,
,,HCO3ApacheIIValue,,,226759,HCO3ApacheIIValue,None,chartevents,16,Scores - APACHE II,,,,,Numeric,
,,Resistance,,,220283,Resistance,cmH2O/L/seconds,chartevents,18,Respiratory,,,,,Numeric,
,,ChpApacheIIScore,,,226749,ChpApacheIIScore,None,chartevents,15,Scores - APACHE II,,,,,Numeric,
,,DswfApacheScore,,,226753,DswfApacheScore,None,chartevents,15,Scores - APACHE II,,,,,Numeric,
,,CO-Tandem Heart Flow,,,228189,CO-Tandem Heart Flow,L/min,chartevents,46,Tandem Heart,,,,,Numeric,
,,PHApacheIIValue,,,226769,PHApacheIIValue,None,chartevents,14,Scores - APACHE II,,,,,Numeric,
,,FiO2ApacheIIValue,,,226754,FiO2ApacheIIValue,%,chartevents,13,Scores - APACHE II,,,,,Numeric,
,,APACHEIII,,,226991,APACHEIII,None,chartevents,13,Scores - APACHE IV (2),,,,,Numeric,
,,ApacheIV_LOS,,,226993,ApacheIV_LOS,%,chartevents,13,Scores - APACHE IV (2),,,,,Numeric,
,,Vancomycin (Peak),,,227453,Vancomycin (Peak),None,chartevents,14,Labs,,,,,Numeric with tag,
,,CO2 production,,,220245,CO2 production,ml/min,chartevents,48196,Respiratory,,,,,Numeric,
,,AaDO2ApacheIIValue,,,226737,AaDO2ApacheIIValue,mmHg,chartevents,9,Scores - APACHE II,,,,,Numeric,
,,Breast Feed - L (Minutes),,,227645,Breast Feed - L (Minutes),min,chartevents,275,OB-GYN,,,,,Numeric,
,,Breast Feed - R (Minutes),,,227646,Breast Feed - R (Minutes),min,chartevents,272,OB-GYN,,,,,Numeric,
,,PHPaCO2Score_ApacheIV,,,227038,PHPaCO2Score_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Glucose_ApacheIV,,,227015,Glucose_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,GlucoseScore_ApacheIV,,,227016,GlucoseScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,HrScore_ApacheIV,,,227019,HrScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,HtScore_ApacheIV,,,227020,HtScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,RRScore_ApacheIV,,,227051,RRScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,GcsScore_ApacheIV,,,227013,GcsScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,UrineScore_ApacheIV,,,227059,UrineScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Urine output,,,227519,Urine output_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,AgeScore_ApacheIV,,,226980,AgeScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,AlbuminScore_ApacheIV,,,226982,AlbuminScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Apache IV Age,,,226984,Apache IV Age,years,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,ApacheIV_Mortality prediction,,,226994,ApacheIV_Mortality prediction,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,ApacheIV_Natural antilog,,,226995,ApacheIV_Natural antilog,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,APS,,,226996,APS,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,BiliScore_ApacheIV,,,226999,BiliScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,BUN_ApacheIV,,,227000,BUN_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,BunScore_ApacheIV,,,227001,BunScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,ChronicScore_ApacheIV,,,227004,ChronicScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Creatinine_ApacheIV,,,227005,Creatinine_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,CreatScore_ApacheIV,,,227006,CreatScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Hematocrit_ApacheIV,,,227017,Hematocrit_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Intubated_ApacheIV,,,227021,Intubated_ApacheIV,,chartevents,8,Scores - APACHE IV (2),,,,,Checkbox,
,,MapScore_ApacheIV,,,227024,MapScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,OxygenScore_ApacheIV,,,227035,OxygenScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Sodium_ApacheIV,,,227052,Sodium_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,SodiumScore_ApacheIV,,,227053,SodiumScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,TempScore_ApacheIV,,,227055,TempScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Use A-aDO2,,,227060,Use A-aDO2,,chartevents,8,Scores - APACHE IV (2),,,,,Checkbox,
,,WBC_ApacheIV,,,227062,WBC_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,WBCScore_ApacheIV,,,227063,WBCScore_ApacheIV,None,chartevents,8,Scores - APACHE IV (2),,,,,Numeric,
,,Procan,,,227458,Procan,None,chartevents,3,Labs,,,,,Numeric with tag,
,,Procan Napa,,,227459,Procan Napa,None,chartevents,3,Labs,,,,,Numeric with tag,
,,ABI Ankle BP L,,,228145,ABI Ankle BP L,mmHg,chartevents,9,IABP,,,,,Numeric,
,,Bilirubin_ApacheIV,,,226998,Bilirubin_ApacheIV,None,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,HR_ApacheIV,,,227018,HR_ApacheIV,bpm,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,RR_ApacheIV,,,227050,RR_ApacheIV,insp/min,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,TemperatureF_ApacheIV,,,227054,TemperatureF_ApacheIV,?F,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,Apache IV PaFiRatio,,,226990,Apache IV PaFiRatio,None,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,MAP_ApacheIV,,,227023,MAP_ApacheIV,mmHg,chartevents,7,Scores - APACHE IV (2),,,,,Numeric,
,,ABI Brachial BP R,,,228146,ABI Brachial BP R,mmHg,chartevents,11,IABP,,,,,Numeric,
,,FiO2_ApacheIV,,,227010,FiO2_ApacheIV,%,chartevents,6,Scores - APACHE IV (2),,,,,Numeric,
,,VAD Beat Rate L,,,224363,VAD Beat Rate L,bpm,chartevents,28,Hemodynamics,,,,,Numeric,
,,Impella Catheter Position,,,228162,Impella Catheter Position,cm,chartevents,1841,Access Lines - Invasive,,,,,Numeric,
,,Alsius Bath Temp,,,228392,Alsius Bath Temp,?C,chartevents,48,Treatments,,,,,Numeric,
,,PCO2_ApacheIV,,,227036,PCO2_ApacheIV,None,chartevents,5,Scores - APACHE IV (2),,,,,Numeric,
,,PH_ApacheIV,,,227037,PH_ApacheIV,None,chartevents,5,Scores - APACHE IV (2),,,,,Numeric,
,,Albumin_ApacheIV,,,226981,Albumin_ApacheIV,None,chartevents,4,Scores - APACHE IV (2),,,,,Numeric,
,,Impella Dressing Occlusive,,,228167,Impella Dressing Occlusive,,chartevents,174,Access Lines - Invasive,,,,,Checkbox,
,,SOFA Score,,,227428,SOFA Score,None,chartevents,6,General,,,,,Numeric,
,,Freeform Chemistry,,,225656,Freeform Chemistry,None,chartevents,2,Labs,,,,,Numeric,
,,Apache IV A-aDO2,,,226983,Apache IV A-aDO2,None,chartevents,2,Scores - APACHE IV (2),,,,,Numeric,
,,ARF,,,226997,ARF,,chartevents,2,Scores - APACHE IV (2),,,,,Checkbox,
,,Impella Catheter Repositioned,,,228163,Impella Catheter Repositioned,,chartevents,656,Access Lines - Invasive,,,,,Checkbox,
,,O2 Consumption,,,224726,O2 Consumption,ml/min,chartevents,4,Respiratory,,,,,Numeric,
,,Freeform Coags,,,225657,Freeform Coags,None,chartevents,1,Labs,,,,,Numeric,
,,PO2_ApacheIV,,,227039,PO2_ApacheIV,mmHg,chartevents,1,Scores - APACHE IV (2),,,,,Numeric,
,,ITBVI (PiCCO),,,228181,ITBVI (PiCCO),mL/m2,chartevents,5,PiCCO,,,,,Numeric,
,,Capillary Refill R,,,223951,Capillary Refill R,,,676634,Cardiovascular (Pulses),,,,,Text,
,,Capillary Refill L,,,224308,Capillary Refill L,,,663020,Cardiovascular (Pulses),,,,,Text,
,,EtCO2,,,228640,EtCO2,None,chartevents,92287,Routine Vital Signs,,,,,Numeric,
,,EtCO2 Clinical indication,,,228641,EtCO2 Clinical indication,,,268,Routine Vital Signs,,,,,Text,
,,Dorsal PedPulse R,,,223934,Dorsal PedPulse R,,,1079891,Cardiovascular (Pulses),,,,,Text,
,,PostTib Pulses R,,,223935,PostTib. Pulses R,,,796515,Cardiovascular (Pulses),,,,,Text,
,,Radial Pulse R,,,223936,Radial Pulse R,,,541220,Cardiovascular (Pulses),,,,,Text,
,,Ulnar Pulse R,,,223938,Ulnar Pulse R,,,22097,Cardiovascular (Pulses),,,,,Text,
,,Brachial Pulse R,,,223939,Brachial Pulse R,,,12825,Cardiovascular (Pulses),,,,,Text,
,,Femoral Pulse R,,,223940,Femoral Pulse R,,,14210,Cardiovascular (Pulses),,,,,Text,
,,Popliteal Pulse R,,,223941,Popliteal Pulse R,,,9947,Cardiovascular (Pulses),,,,,Text,
,,Dorsal PedPulse L,,,223943,Dorsal PedPulse L,,,1065047,Cardiovascular (Pulses),,,,,Text,
,,Brachial Pulse L,,,223944,Brachial Pulse L,,,12381,Cardiovascular (Pulses),,,,,Text,
,,Femoral Pulse L,,,223945,Femoral Pulse L,,,11317,Cardiovascular (Pulses),,,,,Text,
,,Popliteal Pulse L,,,223946,Popliteal Pulse L,,,9214,Cardiovascular (Pulses),,,,,Text,
,,PostTib Pulses L,,,223947,PostTib. Pulses L,,,783334,Cardiovascular (Pulses),,,,,Text,
,,Radial Pulse L,,,223948,Radial Pulse L,,,531523,Cardiovascular (Pulses),,,,,Text,
,,Ulnar Pulse L,,,223949,Ulnar Pulse L,,,19121,Cardiovascular (Pulses),,,,,Text,
,,Heart Sounds,,,224389,Heart Sounds,,,521,Cardiovascular,,,,,Text,
,,PAR-Oxygen saturation,,,228232,PAR-Oxygen saturation,,,12843,Routine Vital Signs,,,,,Text,
,,Skin Temp,,,224027,Skin Temperature,,,1001676,Skin - Assessment,,,,,Text,
,,Temp Site,,,224642,Temperature Site,,,1936321,Routine Vital Signs,,,,,Text,
